Sample,Time(S),CH1(V)
1063,-3.937,0.0759191
1064,-3.936,0.0376644
1065,-3.935,0.00462626
1066,-3.934,-0.0284119
1067,-3.933,-0.0614501
1068,-3.932,-0.0927494
1069,-3.931,-0.124049
1070,-3.93,-0.155348
1071,-3.929,-0.181431
1072,-3.928,-0.21273
1073,-3.927,-0.238813
1074,-3.926,-0.264896
1075,-3.925,-0.287501
1076,-3.924,-0.311845
1077,-3.923,-0.332711
1078,-3.922,-0.350099
1079,-3.921,-0.36401
1080,-3.92,-0.381399
1081,-3.919,-0.390093
1082,-3.918,-0.402265
1083,-3.917,-0.40922
1084,-3.916,-0.412698
1085,-3.915,-0.416176
1086,-3.914,-0.416176
1087,-3.913,-0.416176
1088,-3.912,-0.412698
