Sample,Time(S),CH1(V)
837,-4.163,0.0324479
838,-4.162,0.0324479
839,-4.161,0.0324479
840,-4.16,0.0324479
841,-4.159,0.0324479
842,-4.158,0.0324479
843,-4.157,0.0324479
844,-4.156,0.0289702
845,-4.155,0.030709
846,-4.154,0.030709
847,-4.153,0.030709
848,-4.152,0.030709
849,-4.151,0.0272313
850,-4.15,0.0289702
851,-4.149,0.0289702
852,-4.148,0.0254925
853,-4.147,0.0272313
854,-4.146,0.0237536
855,-4.145,0.0237536
856,-4.144,0.0237536
857,-4.143,0.0220148
858,-4.142,0.0167982
859,-4.141,0.0167982
860,-4.14,0.0150594
861,-4.139,0.0150594
862,-4.138,0.0133205
863,-4.137,0.0115817
864,-4.136,0.00984281
865,-4.135,0.00810396
866,-4.134,0.00636511
867,-4.133,0.00462626
868,-4.132,0.00288741
869,-4.131,0.00114856
870,-4.13,-0.000590291
871,-4.129,-0.00232914
872,-4.128,-0.00406799
873,-4.127,-0.00928454
874,-4.126,-0.0110234
875,-4.125,-0.0127622
876,-4.124,-0.0145011
877,-4.123,-0.0162399
878,-4.122,-0.0162399
879,-4.121,-0.0179788
880,-4.12,-0.0197176
881,-4.119,-0.0231954
882,-4.118,-0.0231954
883,-4.117,-0.0249342
884,-4.116,-0.0249342
885,-4.115,-0.0284119
886,-4.114,-0.0266731
887,-4.113,-0.0301508
888,-4.112,-0.0301508
889,-4.111,-0.0301508
890,-4.11,-0.0336285
891,-4.109,-0.0353673
892,-4.108,-0.0353673
893,-4.107,-0.0353673
894,-4.106,-0.0353673
895,-4.105,-0.038845
896,-4.104,-0.038845
897,-4.103,-0.038845
898,-4.102,-0.038845
899,-4.101,-0.0405839
900,-4.1,-0.0405839
901,-4.099,-0.0405839
902,-4.098,-0.0423227
903,-4.097,-0.0405839
904,-4.096,-0.0440616
905,-4.095,-0.0440616
906,-4.094,-0.0440616
907,-4.093,-0.0440616
908,-4.092,-0.0440616
909,-4.091,-0.0440616
910,-4.09,-0.0440616
911,-4.089,-0.0440616
912,-4.088,-0.0423227
913,-4.087,-0.0423227
914,-4.086,-0.0423227
915,-4.085,-0.0423227
916,-4.084,-0.038845
917,-4.083,-0.0405839
918,-4.082,-0.0371062
919,-4.081,-0.038845
920,-4.08,-0.0353673
921,-4.079,-0.0353673
922,-4.078,-0.0336285
923,-4.077,-0.0336285
924,-4.076,-0.0284119
925,-4.075,-0.0266731
926,-4.074,-0.0249342
927,-4.073,-0.0231954
928,-4.072,-0.0214565
929,-4.071,-0.0197176
930,-4.07,-0.0179788
931,-4.069,-0.0145011
932,-4.068,-0.0145011
933,-4.067,-0.0127622
934,-4.066,-0.0110234
935,-4.065,-0.00928454
936,-4.064,-0.00928454
937,-4.063,-0.00406799
938,-4.062,-0.00232914
939,-4.061,-0.00406799
940,-4.06,-0.000590291
941,-4.059,-0.000590291
942,-4.058,-0.000590291
943,-4.057,-0.000590291
944,-4.056,-0.000590291
945,-4.055,-0.000590291
946,-4.054,-0.00406799
947,-4.053,-0.00232914
948,-4.052,-0.00754569
949,-4.051,-0.00754569
