Sample,Time(S),CH1(V)
827,2.7e-07,0.000790078
828,2.8e-07,-0.00197
829,2.9e-07,0.000790078
830,3e-07,0.000790078
831,3.1e-07,0.00217012
832,3.2e-07,0.000790078
833,3.3e-07,-0.000589962
834,3.4e-07,-0.000589962
835,3.5e-07,0.000790078
836,3.6e-07,-0.000589962
837,3.7e-07,-0.000589962
838,3.8e-07,-0.000589962
839,3.9e-07,0.000790078
840,4e-07,-0.000589962
841,4.1e-07,0.000790078
842,4.2e-07,-0.000589962
843,4.3e-07,0.000790078
844,4.4e-07,-0.00197
845,4.5e-07,0.00217012
846,4.6e-07,0.000790078
847,4.7e-07,0.000790078
848,4.8e-07,-0.000589962
849,4.9e-07,0.000790078
850,5e-07,-0.000589962
851,5.1e-07,0.000790078
852,5.2e-07,-0.000589962
853,5.3e-07,-0.000589962
854,5.4e-07,0.000790078
855,5.5e-07,0.000790078
856,5.6e-07,-0.000589962
